RPC,Description,Lithology,Vp,Vs,Rho
100975,Marcellus Black Shale,shale,5077.095032,2787.278891,2509.999991
100145,Limestone-shale,limestone,3306.0,1819.0,2440.0
100146,LS-anisotropic shale,limestone,3306.0,1819.0,2440.0
101422,DSDP S.210 616 M,limestone,2055.77,441.27,2080.0
101423,DSDP S.210 616 M,limestone,2077.43,441.27,2080.0
101486,DSDP S.288 270 M,limestone,2023.62,731.96,1830.0
101487,DSDP S.288 270 M,limestone,2077.43,742.78,1830.0
101488,DSDP S.288 271.0M,limestone,1991.14,699.8,1780.0
101489,DSDP S.288 271.0M,limestone,2023.62,635.17,1780.0
101490,DSDP S.288 271.5M,limestone,1948.16,721.13,1810.0
101491,DSDP S.288 271.5M,limestone,1991.14,678.15,1810.0
101492,DSDP S.288 307.0M,limestone,2034.45,753.61,1950.0
101493,DSDP S.288 307.0M,limestone,2120.41,796.59,1950.0
101495,DSDP S.288 346.0M,limestone,2260.5,1011.81,1880.0
101496,DSDP S.288 346.0M,limestone,2325.13,1011.81,1880.0
101497,DSDP S.288 346.5M,limestone,2217.19,958.01,1870.0
101498,DSDP S.288 346.5M,limestone,2271.0,947.18,1870.0
101499,DSDP S.288 383 M,limestone,1905.18,656.5,1790.0
101500,DSDP S.288 383 M,limestone,1948.16,656.5,1790.0
101503,DSDP S.288 420.0M,limestone,2088.25,882.55,1820.0
101504,DSDP S.288 420.0M,limestone,2195.87,882.55,1820.0
101505,DSDP S.288 420.5M,limestone,2378.94,1076.44,1870.0
101506,DSDP S.288 420.5M,limestone,2421.92,1076.44,1870.0
101507,DSDP S.288 458.0M,limestone,2281.82,839.57,1830.0
101508,DSDP S.288 458.0M,limestone,2174.21,785.76,1830.0
101509,DSDP S.288 458.5M,limestone,2001.97,688.98,1890.0
101510,DSDP S.288 458.5M,limestone,2023.62,710.3,1890.0
101511,DSDP S.288 459.0M,limestone,2055.77,699.8,1880.0
101512,DSDP S.288 459.0M,limestone,2066.6,688.98,1880.0
101513,DSDP S.288 459.5M,limestone,1948.16,710.3,1840.0
101515,DSDP S.288 535.0M,limestone,2001.97,581.36,1780.0
101516,DSDP S.288 535.0M,limestone,1958.99,591.86,1780.0
101517,DSDP S.288 535.5M,limestone,1958.99,538.06,1760.0
101518,DSDP S.288 535.5M,limestone,1991.14,538.06,1760.0
101527,DSDP S.288 609 M,limestone,1873.03,645.67,1860.0
101528,DSDP S.288 609 M,limestone,1937.34,645.67,1860.0
101533,DSDP S.288 686 M,limestone,1905.18,548.88,1940.0
101534,DSDP S.288 686 M,limestone,2001.97,559.71,1940.0
101535,DSDP S.288 743 M,limestone,2443.24,1065.62,2190.0
101536,DSDP S.288 743 M,limestone,2647.97,1054.79,2190.0
101537,DSDP S.288 744 M,limestone,2368.11,1076.44,2020.0
101538,DSDP S.288 744 M,limestone,2583.33,1119.42,2020.0
101539,DSDP S.288 745 M,limestone,2400.26,1119.42,2010.0
101540,DSDP S.288 745 M,limestone,2690.94,1291.67,2010.0
101545,DSDP S.288 847 M,limestone,2798.56,1442.26,2120.0
101546,DSDP S.288 847 M,limestone,2970.8,1528.54,2120.0
101547,DSDP S.288 848.0M,limestone,2820.21,1453.08,2150.0
101548,DSDP S.288 848.0M,limestone,3100.07,1485.56,2150.0
101549,DSDP S.288 848.5M,limestone,3002.95,1506.89,2160.0
101550,DSDP S.288 848.5M,limestone,3121.39,1528.54,2160.0
101551,DSDP S.288 849.0M,limestone,2712.6,1377.62,2160.0
101552,DSDP S.288 849.0M,limestone,2970.8,1420.93,2160.0
101553,DSDP S.288 849.5M,limestone,2572.51,1377.62,2140.0
101554,DSDP S.288 849.5M,limestone,2927.82,1399.28,2140.0
101555,DSDP S.288 849.7M,limestone,2583.33,1367.13,2160.0
101556,DSDP S.288 849.7M,limestone,2820.21,1367.13,2160.0
101563,DSDP S.288 857 M,limestone,2583.33,1474.74,2090.0
101564,DSDP S.288 857 M,limestone,2959.97,1614.5,2090.0
101567,DSDP S.288 859.5M,limestone,3315.29,1765.42,2340.0
101573,DSDP S.288 868.0M,limestone,3250.66,1840.55,2250.0
101574,DSDP S.288 868.0M,limestone,3584.32,1873.03,2250.0
101575,DSDP S.288 868.5M,limestone,2594.16,1399.28,2180.0
101576,DSDP S.288 868.5M,limestone,2916.99,1453.08,2180.0
101577,DSDP S.288 876 M,limestone,2755.58,1377.62,2120.0
101578,DSDP S.288 876 M,limestone,2884.84,1420.93,2120.0
101579,DSDP S.288 877 M,limestone,3218.5,1786.75,2270.0
101580,DSDP S.288 877 M,limestone,3530.51,1873.03,2270.0
101581,DSDP S.288 879 M,limestone,3433.73,1883.53,2350.0
101585,DSDP S.288 914 M,limestone,2615.49,1345.47,2130.0
101586,DSDP S.288 914 M,limestone,3100.07,1399.28,2130.0
101591,DSDP S.288 971 M,limestone,2970.8,1528.54,2310.0
101592,DSDP S.288 971 M,limestone,3250.66,1593.18,2310.0
101593,DSDP S.288 981 M,limestone,3379.92,1829.72,2390.0
101682,DSDP S.289 430 M,limestone,2066.6,699.8,1750.0
101683,DSDP S.289 430 M,limestone,2109.58,635.17,1750.0
101687,DSDP S.289 499 M,limestone,2109.58,645.67,1800.0
101695,DSDP S.289 551 M,limestone,2228.02,828.74,1800.0
101696,DSDP S.289 551 M,limestone,2271.0,796.59,1800.0
101699,DSDP S.289 582 M,limestone,2217.19,796.59,1820.0
101700,DSDP S.289 582 M,limestone,2185.04,753.61,1820.0
101701,DSDP S.289 590 M,limestone,2249.67,861.22,1820.0
101702,DSDP S.289 590 M,limestone,2228.02,839.57,1820.0
101703,DSDP S.289 601 M,limestone,2314.3,828.74,1870.0
101704,DSDP S.289 601 M,limestone,2260.5,753.61,1870.0
101705,DSDP S.289 610 M,limestone,2260.5,850.39,1820.0
101706,DSDP S.289 610 M,limestone,2238.85,817.91,1820.0
101707,DSDP S.289 611 M,limestone,2303.48,904.2,1800.0
101708,DSDP S.289 611 M,limestone,2238.85,904.2,1800.0
101709,DSDP S.289 618 M,limestone,2368.11,1022.64,1830.0
101710,DSDP S.289 618 M,limestone,2389.44,1022.64,1830.0
101711,DSDP S.289 622 M,limestone,2432.74,1033.46,1850.0
101712,DSDP S.289 622 M,limestone,2454.07,1054.79,1850.0
101713,DSDP S.289 628 M,limestone,2260.5,958.01,1860.0
101714,DSDP S.289 628 M,limestone,2325.13,882.55,1860.0
101719,DSDP S.289 656 M,limestone,2249.67,882.55,1830.0
101720,DSDP S.289 656 M,limestone,2325.13,817.91,1830.0
101721,DSDP S.289 659 M,limestone,2400.26,990.16,1860.0
101722,DSDP S.289 659 M,limestone,2475.72,990.16,1860.0
101723,DSDP S.289 666 M,limestone,2260.5,882.55,1820.0
101724,DSDP S.289 666 M,limestone,2335.63,796.59,1820.0
101725,DSDP S.289 697 M,limestone,2303.48,925.52,1810.0
101726,DSDP S.289 697 M,limestone,2346.46,947.18,1810.0
101727,DSDP S.289 705 M,limestone,2271.0,893.37,1920.0
101728,DSDP S.289 705 M,limestone,2389.44,915.03,1920.0
101730,DSDP S.289 714 M,limestone,2325.13,947.18,1930.0
101733,DSDP S.289 736 M,limestone,2152.89,850.39,1880.0
101734,DSDP S.289 736 M,limestone,2335.63,925.52,1880.0
101736,DSDP S.289 742 M,limestone,2142.06,774.93,1850.0
101737,DSDP S.289 780 M,limestone,2271.0,1065.62,1950.0
101738,DSDP S.289 780 M,limestone,2432.74,990.16,1950.0
101739,DSDP S.289 789 M,limestone,2249.67,990.16,1900.0
101740,DSDP S.289 789 M,limestone,2346.46,990.16,1900.0
101741,DSDP S.289 799 M,limestone,2325.13,1022.64,1880.0
101742,DSDP S.289 799 M,limestone,2389.44,1011.81,1880.0
101743,DSDP S.289 828 M,limestone,2626.31,1216.21,1770.0
101744,DSDP S.289 828 M,limestone,2647.97,1194.88,1770.0
101745,DSDP S.289 847 M,limestone,2518.7,1119.42,1910.0
101746,DSDP S.289 847 M,limestone,2615.49,1141.08,1910.0
101747,DSDP S.289 895 M,limestone,2335.63,925.52,1910.0
101748,DSDP S.289 895 M,limestone,2454.07,936.35,1910.0
101749,DSDP S.289 904 M,limestone,2314.3,817.91,1910.0
101750,DSDP S.289 904 M,limestone,2368.11,839.57,1910.0
101751,DSDP S.289 913 M,limestone,2604.99,1270.01,1940.0
101752,DSDP S.289 913 M,limestone,2701.77,1313.32,1940.0
101753,DSDP S.289 916 M,limestone,2561.68,968.83,1870.0
101754,DSDP S.289 916 M,limestone,2497.05,968.83,1870.0
101755,DSDP S.289 924 M,limestone,2658.79,1302.49,1950.0
101756,DSDP S.289 924 M,limestone,2712.6,1248.69,1950.0
101757,DSDP S.289 933 M,limestone,2776.9,1248.69,1910.0
101758,DSDP S.289 933 M,limestone,2820.21,1227.03,1910.0
101759,DSDP S.289 941 M,limestone,2723.1,1270.01,1900.0
101760,DSDP S.289 941 M,limestone,2680.12,1248.69,1900.0
101761,DSDP S.289 951 M,limestone,2346.46,947.18,1960.0
101762,DSDP S.289 951 M,limestone,2421.92,925.52,1960.0
101763,DSDP S.289 953 M,limestone,2712.6,1141.08,1940.0
101764,DSDP S.289 953 M,limestone,2766.4,1141.08,1940.0
101765,DSDP S.289 961.0M,limestone,2368.11,947.18,1990.0
101766,DSDP S.289 961.0M,limestone,2518.7,947.18,1990.0
101767,DSDP S.289 961.5M,limestone,2604.99,1216.21,2020.0
101768,DSDP S.289 961.5M,limestone,2766.4,1248.69,2020.0
101773,DSDP S.289 999 M,limestone,2432.74,1119.42,1970.0
101774,DSDP S.289 999 M,limestone,2583.33,1141.08,1970.0
101775,DSDP S.289 1009.0M,limestone,2615.49,1162.4,2000.0
101776,DSDP S.289 1009.0M,limestone,2798.56,1184.06,2000.0
101777,DSDP S.289 1009.5M,limestone,2518.7,1194.88,2010.0
101778,DSDP S.289 1009.5M,limestone,2723.1,1248.69,2010.0
101779,DSDP S.289 1017 M,limestone,2680.12,1141.08,1980.0
101780,DSDP S.289 1017 M,limestone,2895.34,1173.23,1980.0
101783,DSDP S.289 1027 M,limestone,3024.61,1367.13,2100.0
101784,DSDP S.289 1027 M,limestone,3121.39,1399.28,2100.0
101820,DSDP S.289 1175 M,limestone,2690.94,1205.38,2100.0
101823,DSDP S.289 1233 M,limestone,2874.02,1571.52,2140.0
101824,DSDP S.289 1233 M,limestone,3143.04,1743.77,2140.0
102841,SOLENHOFEN LIMESTONE 69-2,limestone,1845.0,969.0,
101127,PICKETT LIMESTONE,limestone,1910.14,988.49,
102855,SOLENHOFEN LIMESTONE 69-2,limestone,5940.0,3140.0,
102846,SOLENHOFEN LIMESTONE 69-2,limestone,1887.0,990.0,
101131,PICKETT LIMESTONE,limestone,1849.71,993.31,
101143,PICKETT LIMESTONE,limestone,5753.28,3086.94,
101145,PICKETT LIMESTONE,limestone,5863.52,2966.86,
101151,PICKETT LIMESTONE,limestone,5447.18,2899.93,
101125,PICKETT LIMESTONE,limestone,1927.17,1001.38,
101117,PICKETT LIMESTONE,limestone,1956.5,1021.26,
101121,PICKETT LIMESTONE,limestone,1938.88,1007.87,
101136,PICKETT LIMESTONE,limestone,5895.34,3227.69,
102847,SOLENHOFEN LIMESTONE 69-2,limestone,1878.0,990.0,
102845,SOLENHOFEN LIMESTONE 69-2,limestone,1893.0,990.0,
101157,PICKETT LIMESTONE,limestone,5147.31,2625.66,
101123,PICKETT LIMESTONE,limestone,1898.82,1016.14,
101122,PICKETT LIMESTONE,limestone,1921.46,1022.93,
101153,PICKETT LIMESTONE,limestone,5378.94,2843.83,
102848,SOLENHOFEN LIMESTONE 69-2,limestone,1869.0,990.0,
101148,PICKETT LIMESTONE,limestone,5722.77,2851.71,
101135,PICKETT LIMESTONE,limestone,1808.27,954.82,
101144,PICKETT LIMESTONE,limestone,5692.26,3037.07,
101154,PICKETT LIMESTONE,limestone,5260.5,2801.18,
101159,PICKETT LIMESTONE,limestone,4823.82,2563.65,
101155,PICKETT LIMESTONE,limestone,5260.5,2752.3,
102854,SOLENHOFEN LIMESTONE 69-2,limestone,1812.0,948.0,
101146,PICKETT LIMESTONE,limestone,5879.27,2949.8,
101164,PICKETT LIMESTONE,limestone,4390.09,2360.56,
102853,SOLENHOFEN LIMESTONE 69-2,limestone,1980.0,954.0,
101124,PICKETT LIMESTONE,limestone,1893.31,1006.2,
102844,SOLENHOFEN LIMESTONE 69-2,limestone,1896.0,987.0,
101152,PICKETT LIMESTONE,limestone,5365.81,2863.52,
101126,PICKETT LIMESTONE,limestone,1915.85,999.71,
101129,PICKETT LIMESTONE,limestone,1876.68,993.31,
101149,PICKETT LIMESTONE,limestone,5475.07,2916.34,
101163,PICKETT LIMESTONE,limestone,4596.78,2387.8,
101150,PICKETT LIMESTONE,limestone,5488.85,2903.87,
101130,PICKETT LIMESTONE,limestone,1876.68,983.76,
101138,PICKETT LIMESTONE,limestone,1803.35,941.73,
101142,PICKETT LIMESTONE,limestone,5895.34,3068.57,
101118,PICKETT LIMESTONE,limestone,1950.49,1014.47,
101162,PICKETT LIMESTONE,limestone,4666.34,2474.08,
102842,SOLENHOFEN LIMESTONE 69-2,limestone,1875.0,978.0,
102852,SOLENHOFEN LIMESTONE 69-2,limestone,1821.0,957.0,
102843,SOLENHOFEN LIMESTONE 69-2,limestone,1890.0,984.0,
101141,PICKETT LIMESTONE,limestone,5911.75,3082.35,
101134,PICKETT LIMESTONE,limestone,1834.06,957.78,
101119,PICKETT LIMESTONE,limestone,1950.49,1014.47,
102242,R.PRICE 10921.5 #43,dolomite,4265.09,2555.77,2340.0
102096,R.PRICE 10889.5 #13,dolomite,5708.66,3444.88,2690.0
102196,R.PRICE 10913.5 #35,dolomite,4855.64,2841.21,2440.0
102071,R.PRICE 10883.5 #7,dolomite,4986.88,3034.78,2570.0
102089,R.PRICE 10883.5 #7,dolomite,5544.62,3070.87,2570.0
102081,R.PRICE 10883.5 #7,dolomite,4986.88,2732.94,2570.0
102256,R.PRICE 10921.5 #43,dolomite,4461.94,2431.1,2340.0
102150,R.PRICE 10901.5 #25,dolomite,5216.54,2801.84,2530.0
102267,R.PRICE 10926.5 #48,dolomite,5774.28,3379.27,2560.0
102221,R.PRICE 10916.5 #38,dolomite,5282.15,2995.41,2440.0
102116,R.PRICE 10890.5 #14,dolomite,5741.47,3444.88,2640.0
102274,R.PRICE 10926.5 #48,dolomite,5741.47,3221.78,2560.0
102249,R.PRICE 10921.5 #43,dolomite,4002.62,2083.33,2340.0
102140,R.PRICE 10901.5 #25,dolomite,5052.49,2962.6,2530.0
102121,R.PRICE 10890.5 #14,dolomite,5314.96,3172.57,2640.0
102264,R.PRICE 10926.5 #48,dolomite,5577.43,3313.65,2560.0
102180,R.PRICE 10909.5 #31,dolomite,4625.98,2765.75,2370.0
102297,R.PRICE 10928.5 #50,dolomite,4527.56,2434.38,2310.0
102141,R.PRICE 10901.5 #25,dolomite,5314.96,3136.48,2530.0
102215,R.PRICE 10913.5 #35,dolomite,5610.24,3028.22,2440.0
102224,R.PRICE 10916.5 #38,dolomite,5249.34,3011.81,2440.0
102272,R.PRICE 10926.5 #48,dolomite,5708.66,3231.63,2560.0
102135,R.PRICE 10901.5 #25,dolomite,4691.6,2874.02,2530.0
102094,R.PRICE 10889.5 #13,dolomite,5675.85,3412.07,2690.0
102142,R.PRICE 10901.5 #25,dolomite,4396.33,2588.58,2530.0
102152,R.PRICE 10901.5 #25,dolomite,5479.0,2962.6,2530.0
102091,R.PRICE 10889.5 #13,dolomite,5216.54,3123.36,2690.0
102222,R.PRICE 10916.5 #38,dolomite,5249.34,2998.69,2440.0
102227,R.PRICE 10916.5 #38,dolomite,4921.26,2601.71,2440.0
102093,R.PRICE 10889.5 #13,dolomite,5577.43,3346.46,2690.0
102136,R.PRICE 10901.5 #25,dolomite,4986.88,2942.91,2530.0
102298,R.PRICE 10928.5 #50,dolomite,4625.98,2529.53,2310.0
102144,R.PRICE 10901.5 #25,dolomite,4954.07,2657.48,2530.0
102248,R.PRICE 10921.5 #43,dolomite,3608.92,1916.01,2340.0
102087,R.PRICE 10883.5 #7,dolomite,5314.96,2890.42,2570.0
102197,R.PRICE 10913.5 #35,dolomite,5019.69,2916.67,2440.0
102206,R.PRICE 10913.5 #35,dolomite,5019.69,2578.74,2440.0
102250,R.PRICE 10921.5 #43,dolomite,4232.28,2191.6,2340.0
102228,R.PRICE 10916.5 #38,dolomite,5019.69,2719.82,2440.0
102205,R.PRICE 10913.5 #35,dolomite,4888.45,2828.08,2440.0
102187,R.PRICE 10909.5 #31,dolomite,4560.37,2457.35,2370.0
102278,R.PRICE 10926.5 #48,dolomite,5905.51,3313.65,2560.0
102165,R.PRICE 10908.5 #30,dolomite,4527.56,2467.19,2390.0
102266,R.PRICE 10926.5 #48,dolomite,5577.43,3313.65,2560.0
102133,R.PRICE 10901.5 #25,dolomite,4330.71,2562.34,2530.0
102146,R.PRICE 10901.5 #25,dolomite,5249.34,2847.77,2530.0
102095,R.PRICE 10889.5 #13,dolomite,5741.47,3412.07,2690.0
102212,R.PRICE 10913.5 #35,dolomite,5380.58,3028.22,2440.0
102203,R.PRICE 10913.5 #35,dolomite,5249.34,3038.06,2440.0
102231,R.PRICE 10916.5 #38,dolomite,5282.15,2847.77,2440.0
102263,R.PRICE 10926.5 #48,dolomite,5577.43,3313.65,2560.0
102167,R.PRICE 10908.5 #30,dolomite,4855.64,2660.76,2390.0
102245,R.PRICE 10921.5 #43,dolomite,4265.09,2559.06,2340.0
102073,R.PRICE 10883.5 #7,dolomite,5183.73,3139.76,2570.0
102084,R.PRICE 10883.5 #7,dolomite,5347.77,2893.7,2570.0
102114,R.PRICE 10890.5 #14,dolomite,5479.0,3313.65,2640.0
102299,R.PRICE 10928.5 #50,dolomite,4724.41,2578.74,2310.0
102234,R.PRICE 10916.5 #38,dolomite,5282.15,2854.33,2440.0
102204,R.PRICE 10913.5 #35,dolomite,5511.81,3192.26,2440.0
102147,R.PRICE 10901.5 #25,dolomite,5282.15,2841.21,2530.0
102192,R.PRICE 10909.5 #31,dolomite,4658.79,2591.86,2370.0
102145,R.PRICE 10901.5 #25,dolomite,5085.3,2742.78,2530.0
102082,R.PRICE 10883.5 #7,dolomite,5150.92,2798.56,2570.0
102294,R.PRICE 10928.5 #50,dolomite,4560.37,2440.94,2310.0
102283,R.PRICE 10928.5 #50,dolomite,4461.94,2604.99,2310.0
102177,R.PRICE 10909.5 #31,dolomite,4429.13,2716.54,2370.0
102158,R.PRICE 10908.5 #30,dolomite,4658.79,2791.99,2390.0
102270,R.PRICE 10926.5 #48,dolomite,5511.81,3139.76,2560.0
102118,R.PRICE 10890.5 #14,dolomite,5741.47,3477.69,2640.0
102156,R.PRICE 10908.5 #30,dolomite,4461.94,2687.01,2390.0
102255,R.PRICE 10921.5 #43,dolomite,4363.52,2322.83,2340.0
102289,R.PRICE 10928.5 #50,dolomite,4002.62,2365.49,2310.0
102169,R.PRICE 10908.5 #30,dolomite,4855.64,2657.48,2390.0
102195,R.PRICE 10909.5 #31,dolomite,4232.28,2312.99,2370.0
102080,R.PRICE 10883.5 #7,dolomite,4790.03,2647.64,2570.0
102260,R.PRICE 10926.5 #48,dolomite,5413.39,3225.07,2560.0
102173,R.PRICE 10908.5 #30,dolomite,5183.73,2814.96,2390.0
102134,R.PRICE 10901.5 #25,dolomite,4527.56,2749.34,2530.0
102076,R.PRICE 10883.5 #7,dolomite,5216.54,3152.89,2570.0
102170,R.PRICE 10908.5 #30,dolomite,4855.64,2654.2,2390.0
102240,R.PRICE 10921.5 #43,dolomite,4002.62,2388.45,2340.0
102209,R.PRICE 10913.5 #35,dolomite,5314.96,2949.48,2440.0
102202,R.PRICE 10913.5 #35,dolomite,5249.34,3028.22,2440.0
102072,R.PRICE 10883.5 #7,dolomite,5085.3,3067.59,2570.0
102162,R.PRICE 10908.5 #30,dolomite,5019.69,2923.23,2390.0
102100,R.PRICE 10889.5 #13,dolomite,5314.96,3162.73,2690.0
102083,R.PRICE 10883.5 #7,dolomite,5347.77,2900.26,2570.0
102148,R.PRICE 10901.5 #25,dolomite,5249.34,2811.68,2530.0
102168,R.PRICE 10908.5 #30,dolomite,4855.64,2660.76,2390.0
102153,R.PRICE 10901.5 #25,dolomite,4790.03,2486.88,2530.0
102079,R.PRICE 10883.5 #7,dolomite,4855.64,2893.7,2570.0
102300,R.PRICE 10928.5 #50,dolomite,4068.24,2178.48,2310.0
102155,R.PRICE 10908.5 #30,dolomite,4330.71,2650.92,2390.0
102273,R.PRICE 10926.5 #48,dolomite,5708.66,3225.07,2560.0
102113,R.PRICE 10890.5 #14,dolomite,5413.39,3248.03,2640.0
102262,R.PRICE 10926.5 #48,dolomite,5577.43,3280.84,2560.0
102193,R.PRICE 10909.5 #31,dolomite,4790.03,2696.85,2370.0
102291,R.PRICE 10928.5 #50,dolomite,4232.28,2188.32,2310.0
102151,R.PRICE 10901.5 #25,dolomite,5413.39,2919.95,2530.0
102293,R.PRICE 10928.5 #50,dolomite,4560.37,2431.1,2310.0
102238,R.PRICE 10921.5 #43,dolomite,3576.12,2217.85,2340.0
102233,R.PRICE 10916.5 #38,dolomite,5249.34,2847.77,2440.0
102166,R.PRICE 10908.5 #30,dolomite,4691.6,2559.06,2390.0
102230,R.PRICE 10916.5 #38,dolomite,5216.54,2841.21,2440.0
102218,R.PRICE 10916.5 #38,dolomite,4954.07,2867.45,2440.0
102288,R.PRICE 10928.5 #50,dolomite,4691.6,2726.38,2310.0
102286,R.PRICE 10928.5 #50,dolomite,4461.94,2601.71,2310.0
102137,R.PRICE 10901.5 #25,dolomite,5052.49,2926.51,2530.0
102259,R.PRICE 10926.5 #48,dolomite,5380.58,2828.08,2560.0
102219,R.PRICE 10916.5 #38,dolomite,5052.49,2942.91,2440.0
102092,R.PRICE 10889.5 #13,dolomite,5479.0,3280.84,2690.0
102281,R.PRICE 10928.5 #50,dolomite,4199.48,2454.07,2310.0
102214,R.PRICE 10913.5 #35,dolomite,5479.0,2975.72,2440.0
102111,R.PRICE 10889.5 #13,dolomite,5807.09,2896.98,2690.0
102077,R.PRICE 10883.5 #7,dolomite,5249.34,3156.17,2570.0
102246,R.PRICE 10921.5 #43,dolomite,4527.56,2732.94,2340.0
102188,R.PRICE 10909.5 #31,dolomite,4691.6,2588.58,2370.0
102160,R.PRICE 10908.5 #30,dolomite,4691.6,2759.19,2390.0
102243,R.PRICE 10921.5 #43,dolomite,4265.09,2578.74,2340.0
102223,R.PRICE 10916.5 #38,dolomite,5216.54,3005.25,2440.0
102070,R.PRICE 10883.5 #7,dolomite,4822.83,2923.23,2570.0
102124,R.PRICE 10890.5 #14,dolomite,5938.32,3218.5,2640.0
102208,R.PRICE 10913.5 #35,dolomite,5183.73,2821.52,2440.0
102112,R.PRICE 10890.5 #14,dolomite,5347.77,3169.29,2640.0
102115,R.PRICE 10890.5 #14,dolomite,5741.47,3444.88,2640.0
102164,R.PRICE 10908.5 #30,dolomite,4265.09,2339.24,2390.0
102097,R.PRICE 10889.5 #13,dolomite,5708.66,3444.88,2690.0
102265,R.PRICE 10926.5 #48,dolomite,5610.24,3313.65,2560.0
102268,R.PRICE 10926.5 #48,dolomite,5347.77,3169.29,2560.0
102220,R.PRICE 10916.5 #38,dolomite,5249.34,3001.97,2440.0
102184,R.PRICE 10909.5 #31,dolomite,4068.24,2480.31,2370.0
102190,R.PRICE 10909.5 #31,dolomite,4691.6,2588.58,2370.0
102276,R.PRICE 10926.5 #48,dolomite,5708.66,3211.94,2560.0
102185,R.PRICE 10909.5 #31,dolomite,4199.48,2198.16,2370.0
102292,R.PRICE 10928.5 #50,dolomite,4396.33,2349.08,2310.0
102285,R.PRICE 10928.5 #50,dolomite,4494.75,2611.55,2310.0
102207,R.PRICE 10913.5 #35,dolomite,5150.92,2709.97,2440.0
102176,R.PRICE 10909.5 #31,dolomite,4265.09,2680.45,2370.0
102159,R.PRICE 10908.5 #30,dolomite,4691.6,2778.87,2390.0
102182,R.PRICE 10909.5 #31,dolomite,4658.79,2765.75,2370.0
102252,R.PRICE 10921.5 #43,dolomite,4363.52,2306.43,2340.0
102290,R.PRICE 10928.5 #50,dolomite,4035.43,2129.27,2310.0
102179,R.PRICE 10909.5 #31,dolomite,4593.18,2765.75,2370.0
102078,R.PRICE 10883.5 #7,dolomite,5479.0,3267.72,2570.0
102237,R.PRICE 10916.5 #38,dolomite,4954.07,2562.34,2440.0
102101,R.PRICE 10889.5 #13,dolomite,5938.32,2926.51,2690.0
102277,R.PRICE 10926.5 #48,dolomite,5807.09,3280.84,2560.0
102210,R.PRICE 10913.5 #35,dolomite,5380.58,2956.04,2440.0
102139,R.PRICE 10901.5 #25,dolomite,5052.49,2952.76,2530.0
102271,R.PRICE 10926.5 #48,dolomite,5577.43,3169.29,2560.0
102251,R.PRICE 10921.5 #43,dolomite,4396.33,2312.99,2340.0
102200,R.PRICE 10913.5 #35,dolomite,5249.34,3031.5,2440.0
102117,R.PRICE 10890.5 #14,dolomite,5774.28,3444.88,2640.0
102189,R.PRICE 10909.5 #31,dolomite,4658.79,2582.02,2370.0
102287,R.PRICE 10928.5 #50,dolomite,4527.56,2611.55,2310.0
102103,R.PRICE 10889.5 #13,dolomite,5938.32,3379.27,2690.0
102257,R.PRICE 10921.5 #43,dolomite,4593.18,2473.75,2340.0
102154,R.PRICE 10908.5 #30,dolomite,4199.48,2588.58,2390.0
102216,R.PRICE 10913.5 #35,dolomite,4986.88,2582.02,2440.0
102226,R.PRICE 10916.5 #38,dolomite,4822.83,2772.31,2440.0
102132,R.PRICE 10890.5 #14,dolomite,5708.66,2828.08,2640.0
102181,R.PRICE 10909.5 #31,dolomite,4625.98,2769.03,2370.0
102090,R.PRICE 10883.5 #7,dolomite,4921.26,2670.6,2570.0
102157,R.PRICE 10908.5 #30,dolomite,4593.18,2772.31,2390.0
102161,R.PRICE 10908.5 #30,dolomite,4691.6,2795.28,2390.0
102211,R.PRICE 10913.5 #35,dolomite,5380.58,2985.56,2440.0
102172,R.PRICE 10908.5 #30,dolomite,5019.69,2736.22,2390.0
102123,R.PRICE 10890.5 #14,dolomite,5774.28,3175.85,2640.0
102244,R.PRICE 10921.5 #43,dolomite,4265.09,2582.02,2340.0
102075,R.PRICE 10883.5 #7,dolomite,5216.54,3143.04,2570.0
102098,R.PRICE 10889.5 #13,dolomite,5774.28,3444.88,2690.0
102247,R.PRICE 10921.5 #43,dolomite,3510.5,2208.01,2340.0
102217,R.PRICE 10916.5 #38,dolomite,4724.41,2762.47,2440.0
102236,R.PRICE 10916.5 #38,dolomite,5446.19,2975.72,2440.0
102085,R.PRICE 10883.5 #7,dolomite,5314.96,2893.7,2570.0
102235,R.PRICE 10916.5 #38,dolomite,5380.58,2923.23,2440.0
102183,R.PRICE 10909.5 #31,dolomite,4921.26,2896.98,2370.0
102143,R.PRICE 10901.5 #25,dolomite,4757.22,2440.94,2530.0
102163,R.PRICE 10908.5 #30,dolomite,4199.48,2568.9,2390.0
102175,R.PRICE 10909.5 #31,dolomite,4035.43,2460.63,2370.0
102261,R.PRICE 10926.5 #48,dolomite,5479.0,3257.87,2560.0
102284,R.PRICE 10928.5 #50,dolomite,4494.75,2604.99,2310.0
102232,R.PRICE 10916.5 #38,dolomite,5249.34,2844.49,2440.0
102138,R.PRICE 10901.5 #25,dolomite,5019.69,2916.67,2530.0
102074,R.PRICE 10883.5 #7,dolomite,5216.54,3136.48,2570.0
102171,R.PRICE 10908.5 #30,dolomite,4855.64,2660.76,2390.0
102102,R.PRICE 10889.5 #13,dolomite,5938.32,3346.46,2690.0
102119,R.PRICE 10890.5 #14,dolomite,5741.47,3412.07,2640.0
102186,R.PRICE 10909.5 #31,dolomite,4429.13,2355.64,2370.0
102149,R.PRICE 10901.5 #25,dolomite,5216.54,2795.28,2530.0
